site,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar_raw,comments,dist_from_collar
Oak Collection,7/3/2017,Quercus,macrocarpa,138-U*7,Duckett,7/3/2017,Duckett,3.75,,3.75
Oak Collection,7/3/2017,Quercus,robur,180-93*7,Duckett,7/3/2017,Duckett,32.05,,32.05
Oak Collection,7/3/2017,Quercus,robur,180-93*8,Duckett,7/3/2017,Duckett,14.55,,14.55
Oak Collection,7/3/2017,Quercus,robur,180-93*9,Duckett,7/3/2017,Duckett,6.1,,6.10
Oak Collection,7/3/2017,Quercus,robur,255-99*1,Duckett,7/3/2017,Duckett,2.6,,2.60
Oak Collection,7/3/2017,Quercus,rubra,466-37*1,Duckett,7/3/2017,Duckett,12.2,,12.20
Oak Collection,7/3/2017,Quercus,rubra,292-64*1,Duckett,7/3/2017,Duckett,11.5,,11.50
Oak Collection,7/3/2017,Quercus,rubra,64-92*1,Duckett,7/3/2017,Duckett,13.15,,13.15
Oak Collection,7/3/2017,Quercus,velutina,185-92*2,Duckett,7/3/2017,Duckett,21.25,,21.25
Oak Collection,7/3/2017,Quercus,velutina,185-92*4,Duckett,7/3/2017,Duckett,21.4,,21.40
Oak Collection,7/3/2017,Quercus,velutina,185-92*5,Duckett,7/3/2017,Duckett,28.05,,28.05
Oak Collection,7/13/2017,Quercus,alba,684-33*1,Duckett/Lisa,7/13/2017,Duckett,4.75,,4.75
Oak Collection,7/13/2017,Quercus,alba,862-34*1,Duckett/Lisa,7/13/2017,Duckett,10.4,,10.40
Oak Collection,7/13/2017,Quercus,alba,239-42*2,Duckett/Lisa,7/13/2017,Duckett,12.7,,12.70
Oak Collection,7/13/2017,Quercus,alba,134-U*6,Duckett/Lisa,7/13/2017,Duckett,2.25,,2.25
Oak Collection,7/13/2017,Quercus,alba,134-U*7,Duckett/Lisa,7/13/2017,Duckett,1.8,,1.80
Oak Collection,7/13/2017,Quercus,alba,134-U*60,Duckett/Lisa,7/13/2017,Duckett,10.2,,10.20
Oak Collection,7/13/2017,Quercus,alba,134-U*61,Duckett/Lisa,7/13/2017,Duckett,4.6,,4.60
Oak Collection,7/13/2017,Quercus,bicolor,513-25*1,Duckett/Lisa,7/13/2017,Duckett,7.25,,7.25
Oak Collection,7/13/2017,Quercus,bicolor,214-91*1,Duckett/Lisa,7/13/2017,Duckett,7.15,,7.15
Oak Collection,7/13/2017,Quercus,macrocarpa,1261-26*1,Duckett/Lisa,7/13/2017,Duckett,5.85,,5.85
Oak Collection,7/13/2017,Quercus,macrocarpa,1261-26*2,Duckett/Lisa,7/13/2017,Duckett,6.45,,6.45
Oak Collection,7/13/2017,Quercus,macrocarpa,2390-26*1,Duckett/Lisa,7/13/2017,Duckett,7.05,,7.05
Oak Collection,7/13/2017,Quercus,macrocarpa,2390-26*2,Duckett/Lisa,7/13/2017,Duckett,4.5,,4.50
Oak Collection,7/13/2017,Quercus,macrocarpa,752-34*2,Duckett/Lisa,7/13/2017,Duckett,1.65,,1.65
Oak Collection,7/13/2017,Quercus,macrocarpa,752-34*4,Duckett/Lisa,7/13/2017,Duckett,3.5,,3.50
Oak Collection,7/13/2017,Quercus,macrocarpa,4-35*1,Duckett/Lisa,7/13/2017,Duckett,8,,8.00
Oak Collection,7/13/2017,Quercus,macrocarpa,1516-35*1,Duckett/Lisa,7/13/2017,Duckett,6.45,,6.45
Oak Collection,7/13/2017,Quercus,macrocarpa,808-51*1,Duckett/Lisa,7/13/2017,Duckett,8.85,,8.85
Oak Collection,7/13/2017,Quercus,macrocarpa,138-U*1,Duckett/Lisa,7/13/2017,Duckett,10.9,,10.90
Oak Collection,7/13/2017,Quercus,macrocarpa,138-U*4,Duckett/Lisa,7/13/2017,Duckett,4.7,,4.70
Oak Collection,7/13/2017,Quercus,macrocarpa,138-U*6,Duckett/Lisa,7/13/2017,Duckett,21.85,,21.85
Oak Collection,7/13/2017,Quercus,macrocarpa,138-U*7,Duckett/Lisa,7/13/2017,Duckett,5.6,,5.60
Oak Collection,7/13/2017,Quercus,robur,180-93*7,Duckett/Lisa,7/13/2017,Duckett,39.05,,39.05
Oak Collection,7/13/2017,Quercus,robur,180-93*8,Duckett/Lisa,7/13/2017,Duckett,17.05,,17.05
Oak Collection,7/13/2017,Quercus,robur,180-93*9,Duckett/Lisa,7/13/2017,Duckett,7.05,,7.05
Oak Collection,7/13/2017,Quercus,robur,255-99*1,Duckett/Lisa,7/13/2017,Duckett,2.9,,2.90
Oak Collection,7/13/2017,Quercus,rubra,466-37*1,Duckett/Lisa,7/13/2017,Duckett,12.55,,12.55
Oak Collection,7/13/2017,Quercus,rubra,292-64*1,Duckett/Lisa,7/13/2017,Duckett,14,,14.00
Oak Collection,7/13/2017,Quercus,rubra,64-92*1,Duckett/Lisa,7/13/2017,Duckett,15.3,,15.30
Oak Collection,7/13/2017,Quercus,velutina,185-92*2,Duckett/Lisa,7/13/2017,Duckett,25.2,,25.20
Oak Collection,7/13/2017,Quercus,velutina,185-92*4,Duckett/Lisa,7/13/2017,Duckett,23.25,,23.25
Oak Collection,7/13/2017,Quercus,velutina,185-92*5,Duckett/Lisa,7/13/2017,Duckett,31.5,,31.50
Oak Collection,7/19/2017,Quercus,alba,684-33*1,Duckett,7/19/2017,Duckett,4.4,,4.40
Oak Collection,7/19/2017,Quercus,alba,862-34*1,Duckett,7/19/2017,Duckett,12.25,,12.25
Oak Collection,7/19/2017,Quercus,alba,239-42*2,Duckett,7/19/2017,Duckett,12.35,Was being used to hold trash,12.35
Oak Collection,7/19/2017,Quercus,alba,134-U*6,Duckett,7/19/2017,Duckett,2,,2.00
Oak Collection,7/19/2017,Quercus,alba,134-U*7,Duckett,7/19/2017,Duckett,1.3,,1.30
Oak Collection,7/19/2017,Quercus,alba,134-U*60,Duckett,7/19/2017,Duckett,10.35,,10.35
Oak Collection,7/19/2017,Quercus,alba,134-U*61,Duckett,7/19/2017,Duckett,4.35,,4.35
Oak Collection,7/19/2017,Quercus,bicolor,513-25*1,Duckett,7/19/2017,Duckett,6.25,,6.25
Oak Collection,7/19/2017,Quercus,bicolor,214-91*1,Duckett,7/19/2017,Duckett,6.9,,6.90
Oak Collection,7/19/2017,Quercus,macrocarpa,1261-26*1,Duckett,7/19/2017,Duckett,5.6,,5.60
Oak Collection,7/19/2017,Quercus,macrocarpa,1261-26*2,Duckett,7/19/2017,Duckett,6.5,,6.50
Oak Collection,7/19/2017,Quercus,macrocarpa,2390-26*1,Duckett,7/19/2017,Duckett,7.2,,7.20
Oak Collection,7/19/2017,Quercus,macrocarpa,2390-26*2,Duckett,7/19/2017,Duckett,3.9,,3.90
Oak Collection,7/19/2017,Quercus,macrocarpa,752-34*2,Duckett,7/19/2017,Duckett,1.45,,1.45
Oak Collection,7/19/2017,Quercus,macrocarpa,752-34*4,Duckett,7/19/2017,Duckett,3.95,,3.95
Oak Collection,7/19/2017,Quercus,macrocarpa,4-35*1,Duckett,7/19/2017,Duckett,8.05,,8.05
Oak Collection,7/19/2017,Quercus,macrocarpa,1516-35*1,Duckett,7/19/2017,Duckett,6.4,,6.40
Oak Collection,7/19/2017,Quercus,macrocarpa,808-51*1,Duckett,7/19/2017,Duckett,8.55,,8.55
Oak Collection,7/19/2017,Quercus,macrocarpa,138-U*1,Duckett,7/19/2017,Duckett,10.7,,10.70
Oak Collection,7/19/2017,Quercus,macrocarpa,138-U*4,Duckett,7/19/2017,Duckett,4.9,,4.90
Oak Collection,7/19/2017,Quercus,macrocarpa,138-U*6,Duckett,7/19/2017,Duckett,21.95,,21.95
Oak Collection,7/19/2017,Quercus,macrocarpa,138-U*7,Duckett,7/19/2017,Duckett,5.2,,5.20
Oak Collection,7/19/2017,Quercus,robur,180-93*7,Duckett,7/19/2017,Duckett,39.85,,39.85
Oak Collection,7/19/2017,Quercus,robur,180-93*8,Duckett,7/19/2017,Duckett,17.05,,17.05
Oak Collection,7/19/2017,Quercus,robur,180-93*9,Duckett,7/19/2017,Duckett,6.7,,6.70
Oak Collection,7/19/2017,Quercus,robur,255-99*1,Duckett,7/19/2017,Duckett,2.6,,2.60
Oak Collection,7/19/2017,Quercus,rubra,466-37*1,Duckett,7/19/2017,Duckett,12.25,,12.25
Oak Collection,7/19/2017,Quercus,rubra,292-64*1,Duckett,7/19/2017,Duckett,13.45,,13.45
Oak Collection,7/19/2017,Quercus,rubra,64-92*1,Duckett,7/19/2017,Duckett,16.05,,16.05
Oak Collection,7/19/2017,Quercus,velutina,185-92*2,Duckett,7/19/2017,Duckett,26.4,,26.40
Oak Collection,7/19/2017,Quercus,velutina,185-92*4,Duckett,7/19/2017,Duckett,24.25,,24.25
Oak Collection,7/19/2017,Quercus,velutina,185-92*5,Duckett,7/19/2017,Duckett,31.85,,31.85
Oak Collection,7/24/2017,Quercus,alba,684-33*1,Duckett,7/24/2017,Duckett,6.55,,6.55
Oak Collection,7/24/2017,Quercus,alba,862-34*1,Duckett,7/24/2017,Duckett,14.7,,14.70
Oak Collection,7/24/2017,Quercus,alba,239-42*2,Duckett,7/24/2017,Duckett,12.2,,12.20
Oak Collection,7/24/2017,Quercus,alba,134-U*6,Duckett,7/24/2017,Duckett,3.5,,3.50
Oak Collection,7/24/2017,Quercus,alba,134-U*7,Duckett,7/24/2017,Duckett,1.3,,1.30
Oak Collection,7/24/2017,Quercus,alba,134-U*60,Duckett,7/24/2017,Duckett,11,,11.00
Oak Collection,7/24/2017,Quercus,alba,134-U*61,Duckett,7/24/2017,Duckett,6.15,,6.15
Oak Collection,7/24/2017,Quercus,bicolor,513-25*1,Duckett,7/24/2017,Duckett,9.1,,9.10
Oak Collection,7/24/2017,Quercus,bicolor,214-91*1,Duckett,7/24/2017,Duckett,8.1,,8.10
Oak Collection,7/24/2017,Quercus,macrocarpa,1261-26*1,Duckett,7/24/2017,Duckett,7.2,,7.20
Oak Collection,7/24/2017,Quercus,macrocarpa,1261-26*2,Duckett,7/24/2017,Duckett,8,,8.00
Oak Collection,7/24/2017,Quercus,macrocarpa,2390-26*1,Duckett,7/24/2017,Duckett,7.45,,7.45
Oak Collection,7/24/2017,Quercus,macrocarpa,2390-26*2,Duckett,7/24/2017,Duckett,4.75,,4.75
Oak Collection,7/24/2017,Quercus,macrocarpa,752-34*2,Duckett,7/24/2017,Duckett,2.25,,2.25
Oak Collection,7/24/2017,Quercus,macrocarpa,752-34*4,Duckett,7/24/2017,Duckett,5.6,,5.60
Oak Collection,7/24/2017,Quercus,macrocarpa,4-35*1,Duckett,7/24/2017,Duckett,11,,11.00
Oak Collection,7/24/2017,Quercus,macrocarpa,1516-35*1,Duckett,7/24/2017,Duckett,8.85,,8.85
Oak Collection,7/24/2017,Quercus,macrocarpa,808-51*1,Duckett,7/24/2017,Duckett,11.1,,11.10
Oak Collection,7/24/2017,Quercus,macrocarpa,138-U*1,Duckett,7/24/2017,Duckett,11.8,,11.80
Oak Collection,7/24/2017,Quercus,macrocarpa,138-U*4,Duckett,7/24/2017,Duckett,5.6,,5.60
Oak Collection,7/24/2017,Quercus,macrocarpa,138-U*6,Duckett,7/24/2017,Duckett,24.5,,24.50
Oak Collection,7/24/2017,Quercus,macrocarpa,138-U*7,Duckett,7/24/2017,Duckett,7.35,,7.35
Oak Collection,7/24/2017,Quercus,robur,180-93*7,Duckett,7/24/2017,Duckett,43.9,,43.90
Oak Collection,7/24/2017,Quercus,robur,180-93*8,Duckett,7/24/2017,Duckett,18.6,,18.60
Oak Collection,7/24/2017,Quercus,robur,180-93*9,Duckett,7/24/2017,Duckett,6.9,,6.90
Oak Collection,7/24/2017,Quercus,robur,255-99*1,Duckett,7/24/2017,Duckett,3.3,,3.30
Oak Collection,7/24/2017,Quercus,rubra,466-37*1,Duckett,7/24/2017,Duckett,12.6,,12.60
Oak Collection,7/24/2017,Quercus,rubra,292-64*1,Duckett,7/24/2017,Duckett,15.7,,15.70
Oak Collection,7/24/2017,Quercus,rubra,64-92*1,Duckett,7/24/2017,Duckett,17.15,,17.15
Oak Collection,7/24/2017,Quercus,velutina,185-92*2,Duckett,7/24/2017,Duckett,28.7,,28.70
Oak Collection,7/24/2017,Quercus,velutina,185-92*4,Duckett,7/24/2017,Duckett,26.5,,26.50
Oak Collection,7/24/2017,Quercus,velutina,185-92*5,Duckett,7/24/2017,Duckett,35.8,,35.80
Oak Collection,7/31/2017,Quercus,alba,684-33*1,Duckett,7/31/2017,Duckett,6.45,,6.45
Oak Collection,7/31/2017,Quercus,alba,862-34*1,Duckett,7/31/2017,Duckett,14.95,,14.95
Oak Collection,7/31/2017,Quercus,alba,239-42*2,Duckett,7/31/2017,Duckett,11.6,,11.60
Oak Collection,7/31/2017,Quercus,alba,134-U*6,Duckett,7/31/2017,Duckett,3.4,,3.40
Oak Collection,7/31/2017,Quercus,alba,134-U*7,Duckett,7/31/2017,Duckett,0.9,,0.90
Oak Collection,7/31/2017,Quercus,alba,134-U*60,Duckett,7/31/2017,Duckett,10.65,,10.65
Oak Collection,7/31/2017,Quercus,alba,134-U*61,Duckett,7/31/2017,Duckett,5.75,,5.75
Oak Collection,7/31/2017,Quercus,bicolor,513-25*1,Duckett,7/31/2017,Duckett,7.65,,7.65
Oak Collection,7/31/2017,Quercus,bicolor,214-91*1,Duckett,7/31/2017,Duckett,8.25,,8.25
Oak Collection,7/31/2017,Quercus,macrocarpa,1261-26*1,Duckett,7/31/2017,Duckett,7,,7.00
Oak Collection,7/31/2017,Quercus,macrocarpa,1261-26*2,Duckett,7/31/2017,Duckett,7.6,,7.60
Oak Collection,7/31/2017,Quercus,macrocarpa,2390-26*1,Duckett,7/31/2017,Duckett,8.35,,8.35
Oak Collection,7/31/2017,Quercus,macrocarpa,2390-26*2,Duckett,7/31/2017,Duckett,4.75,,4.75
Oak Collection,7/31/2017,Quercus,macrocarpa,752-34*2,Duckett,7/31/2017,Duckett,2.65,,2.65
Oak Collection,7/31/2017,Quercus,macrocarpa,752-34*4,Duckett,7/31/2017,Duckett,5.1,,5.10
Oak Collection,7/31/2017,Quercus,macrocarpa,4-35*1,Duckett,7/31/2017,Duckett,10.75,,10.75
Oak Collection,7/31/2017,Quercus,macrocarpa,1516-35*1,Duckett,7/31/2017,Duckett,8.1,,8.10
Oak Collection,7/31/2017,Quercus,macrocarpa,808-51*1,Duckett,7/31/2017,Duckett,11.15,,11.15
Oak Collection,7/31/2017,Quercus,macrocarpa,138-U*1,Duckett,7/31/2017,Duckett,11.85,,11.85
Oak Collection,7/31/2017,Quercus,macrocarpa,138-U*4,Duckett,7/31/2017,Duckett,5.35,,5.35
Oak Collection,7/31/2017,Quercus,macrocarpa,138-U*6,Duckett,7/31/2017,Duckett,24.2,,24.20
Oak Collection,7/31/2017,Quercus,macrocarpa,138-U*7,Duckett,7/31/2017,Duckett,7,,7.00
Oak Collection,7/31/2017,Quercus,robur,180-93*7,Duckett,7/31/2017,Duckett,45.7,,45.70
Oak Collection,7/31/2017,Quercus,robur,180-93*8,Duckett,7/31/2017,Duckett,18.85,,18.85
Oak Collection,7/31/2017,Quercus,robur,180-93*9,Duckett,7/31/2017,Duckett,7.5,,7.50
Oak Collection,7/31/2017,Quercus,robur,255-99*1,Duckett,7/31/2017,Duckett,3,,3.00
Oak Collection,7/31/2017,Quercus,rubra,466-37*1,Duckett,7/31/2017,Duckett,12.8,,12.80
Oak Collection,7/31/2017,Quercus,rubra,292-64*1,Duckett,7/31/2017,Duckett,16.05,,16.05
Oak Collection,7/31/2017,Quercus,rubra,64-92*1,Duckett,7/31/2017,Duckett,18,,18.00
Oak Collection,7/31/2017,Quercus,velutina,185-92*2,Duckett,7/31/2017,Duckett,29.45,,29.45
Oak Collection,7/31/2017,Quercus,velutina,185-92*4,Duckett,7/31/2017,Duckett,27.5,,27.50
Oak Collection,7/31/2017,Quercus,velutina,185-92*5,Duckett,7/31/2017,Duckett,38.15,,38.15
Oak Collection,8/9/2017,Quercus,alba,684-33*1,Duckett,8/9/2017,Duckett,7,,7.00
Oak Collection,8/9/2017,Quercus,alba,862-34*1,Duckett,8/9/2017,Duckett,16,,16.00
Oak Collection,8/9/2017,Quercus,alba,239-42*2,Duckett,8/9/2017,Duckett,12.1,,12.10
Oak Collection,8/9/2017,Quercus,alba,134-U*6,Duckett,8/9/2017,Duckett,3.8,,3.80
Oak Collection,8/9/2017,Quercus,alba,134-U*7,Duckett,8/9/2017,Duckett,0.4,Had to darken mark,0.40
Oak Collection,8/9/2017,Quercus,alba,134-U*60,Duckett,8/9/2017,Duckett,12,,12.00
Oak Collection,8/9/2017,Quercus,alba,134-U*61,Duckett,8/9/2017,Duckett,5.7,,5.70
Oak Collection,8/9/2017,Quercus,bicolor,513-25*1,Duckett,8/9/2017,Duckett,8.15,,8.15
Oak Collection,8/9/2017,Quercus,bicolor,214-91*1,Duckett,8/9/2017,Duckett,8.9,,8.90
Oak Collection,8/9/2017,Quercus,macrocarpa,1261-26*1,Duckett,8/9/2017,Duckett,7.05,,7.05
Oak Collection,8/9/2017,Quercus,macrocarpa,1261-26*2,Duckett,8/9/2017,Duckett,7.75,,7.75
Oak Collection,8/9/2017,Quercus,macrocarpa,2390-26*1,Duckett,8/9/2017,Duckett,8.4,,8.40
Oak Collection,8/9/2017,Quercus,macrocarpa,2390-26*2,Duckett,8/9/2017,Duckett,5.55,,5.55
Oak Collection,8/9/2017,Quercus,macrocarpa,752-34*2,Duckett,8/9/2017,Duckett,2.5,,2.50
Oak Collection,8/9/2017,Quercus,macrocarpa,752-34*4,Duckett,8/9/2017,Duckett,5.5,,5.50
Oak Collection,8/9/2017,Quercus,macrocarpa,4-35*1,Duckett,8/9/2017,Duckett,10.7,,10.70
Oak Collection,8/9/2017,Quercus,macrocarpa,1516-35*1,Duckett,8/9/2017,Duckett,8.7,,8.70
Oak Collection,8/9/2017,Quercus,macrocarpa,808-51*1,Duckett,8/9/2017,Duckett,11.5,,11.50
Oak Collection,8/9/2017,Quercus,macrocarpa,138-U*1,Duckett,8/9/2017,Duckett,12.8,,12.80
Oak Collection,8/9/2017,Quercus,macrocarpa,138-U*4,Duckett,8/9/2017,Duckett,6,,6.00
Oak Collection,8/9/2017,Quercus,macrocarpa,138-U*6,Duckett,8/9/2017,Duckett,24.65,,24.65
Oak Collection,8/9/2017,Quercus,macrocarpa,138-U*7,Duckett,8/9/2017,Duckett,8.2,,8.20
Oak Collection,8/9/2017,Quercus,robur,180-93*7,Duckett,8/9/2017,Duckett,48,,48.00
Oak Collection,8/9/2017,Quercus,robur,180-93*8,Duckett,8/9/2017,Duckett,19.95,,19.95
Oak Collection,8/9/2017,Quercus,robur,180-93*9,Duckett,8/9/2017,Duckett,7.85,,7.85
Oak Collection,8/9/2017,Quercus,robur,255-99*1,Duckett,8/9/2017,Duckett,2.8,,2.80
Oak Collection,8/9/2017,Quercus,rubra,466-37*1,Duckett,8/9/2017,Duckett,13.3,,13.30
Oak Collection,8/9/2017,Quercus,rubra,292-64*1,Duckett,8/9/2017,Duckett,17,,17.00
Oak Collection,8/9/2017,Quercus,rubra,64-92*1,Duckett,8/9/2017,Duckett,18.9,,18.90
Oak Collection,8/9/2017,Quercus,velutina,185-92*2,Duckett,8/9/2017,Duckett,31.3,,31.30
Oak Collection,8/9/2017,Quercus,velutina,185-92*4,Duckett,8/9/2017,Duckett,29.45,,29.45
Oak Collection,8/9/2017,Quercus,velutina,185-92*5,Duckett,8/9/2017,Duckett,40.35,,40.35
Oak Collection,8/14/2017,Quercus,alba,684-33*1,Duckett,8/14/2017,Duckett,6.75,,6.75
Oak Collection,8/14/2017,Quercus,alba,862-34*1,Duckett,8/14/2017,Duckett,16.1,,16.10
Oak Collection,8/14/2017,Quercus,alba,239-42*2,Duckett,8/14/2017,Duckett,12,,12.00
Oak Collection,8/14/2017,Quercus,alba,134-U*6,Duckett,8/14/2017,Duckett,3.7,,3.70
Oak Collection,8/14/2017,Quercus,alba,134-U*7,Duckett,8/14/2017,Duckett,0,,0.00
Oak Collection,8/14/2017,Quercus,alba,134-U*60,Duckett,8/14/2017,Duckett,10.5,,10.50
Oak Collection,8/14/2017,Quercus,alba,134-U*61,Duckett,8/14/2017,Duckett,5.5,,5.50
Oak Collection,8/14/2017,Quercus,bicolor,513-25*1,Duckett,8/14/2017,Duckett,7.65,,7.65
Oak Collection,8/14/2017,Quercus,bicolor,214-91*1,Duckett,8/14/2017,Duckett,8.9,,8.90
Oak Collection,8/14/2017,Quercus,macrocarpa,1261-26*1,Duckett,8/14/2017,Duckett,7.25,,7.25
Oak Collection,8/14/2017,Quercus,macrocarpa,1261-26*2,Duckett,8/14/2017,Duckett,7.7,,7.70
Oak Collection,8/14/2017,Quercus,macrocarpa,2390-26*1,Duckett,8/14/2017,Duckett,8.5,,8.50
Oak Collection,8/14/2017,Quercus,macrocarpa,2390-26*2,Duckett,8/14/2017,Duckett,5.6,,5.60
Oak Collection,8/14/2017,Quercus,macrocarpa,752-34*2,Duckett,8/14/2017,Duckett,2.55,,2.55
Oak Collection,8/14/2017,Quercus,macrocarpa,752-34*4,Duckett,8/14/2017,Duckett,5.2,,5.20
Oak Collection,8/14/2017,Quercus,macrocarpa,4-35*1,Duckett,8/14/2017,Duckett,10.9,,10.90
Oak Collection,8/14/2017,Quercus,macrocarpa,1516-35*1,Duckett,8/14/2017,Duckett,8.75,,8.75
Oak Collection,8/14/2017,Quercus,macrocarpa,808-51*1,Duckett,8/14/2017,Duckett,11.85,,11.85
Oak Collection,8/14/2017,Quercus,macrocarpa,138-U*1,Duckett,8/14/2017,Duckett,13,,13.00
Oak Collection,8/14/2017,Quercus,macrocarpa,138-U*4,Duckett,8/14/2017,Duckett,6.1,,6.10
Oak Collection,8/14/2017,Quercus,macrocarpa,138-U*6,Duckett,8/14/2017,Duckett,24.85,,24.85
Oak Collection,8/14/2017,Quercus,macrocarpa,138-U*7,Duckett,8/14/2017,Duckett,8.25,,8.25
Oak Collection,8/14/2017,Quercus,robur,180-93*7,Duckett,8/14/2017,Duckett,48.1,,48.10
Oak Collection,8/14/2017,Quercus,robur,180-93*8,Duckett,8/14/2017,Duckett,19.8,,19.80
Oak Collection,8/14/2017,Quercus,robur,180-93*9,Duckett,8/14/2017,Duckett,7.75,,7.75
Oak Collection,8/14/2017,Quercus,robur,255-99*1,Duckett,8/14/2017,Duckett,2.75,,2.75
Oak Collection,8/14/2017,Quercus,rubra,466-37*1,Duckett,8/14/2017,Duckett,13.95,,13.95
Oak Collection,8/14/2017,Quercus,rubra,292-64*1,Duckett,8/14/2017,Duckett,17.15,,17.15
Oak Collection,8/14/2017,Quercus,rubra,64-92*1,Duckett,8/14/2017,Duckett,19.1,,19.10
Oak Collection,8/14/2017,Quercus,velutina,185-92*2,Duckett,8/14/2017,Duckett,32.05,,32.05
Oak Collection,8/14/2017,Quercus,velutina,185-92*4,Duckett,8/14/2017,Duckett,29.5,,29.50
Oak Collection,8/14/2017,Quercus,velutina,185-92*5,Duckett,8/14/2017,Duckett,41.6,,41.60
Oak Collection,8/25/2017,Quercus,alba,684-33*1,Duckett,8/25/2017,Duckett,6.95,,6.95
Oak Collection,8/25/2017,Quercus,alba,862-34*1,Duckett,8/25/2017,Duckett,16.55,,16.55
Oak Collection,8/25/2017,Quercus,alba,239-42*2,Duckett,8/25/2017,Duckett,12.05,,12.05
Oak Collection,8/25/2017,Quercus,alba,134-U*6,Duckett,8/25/2017,Duckett,3.85,,3.85
Oak Collection,8/25/2017,Quercus,alba,134-U*7,Duckett,8/25/2017,Duckett,0,,0.00
Oak Collection,8/25/2017,Quercus,alba,134-U*60,Duckett,8/25/2017,Duckett,12.7,,12.70
Oak Collection,8/25/2017,Quercus,alba,134-U*61,Duckett,8/25/2017,Duckett,5.5,,5.50
Oak Collection,8/25/2017,Quercus,bicolor,513-25*1,Duckett,8/25/2017,Duckett,8.15,,8.15
Oak Collection,8/25/2017,Quercus,bicolor,214-91*1,Duckett,8/25/2017,Duckett,9.55,,9.55
Oak Collection,8/25/2017,Quercus,macrocarpa,1261-26*1,Duckett,8/25/2017,Duckett,7.45,,7.45
Oak Collection,8/25/2017,Quercus,macrocarpa,1261-26*2,Duckett,8/25/2017,Duckett,8.15,,8.15
Oak Collection,8/25/2017,Quercus,macrocarpa,2390-26*1,Duckett,8/25/2017,Duckett,8.5,,8.50
Oak Collection,8/25/2017,Quercus,macrocarpa,2390-26*2,Duckett,8/25/2017,Duckett,5.3,,5.30
Oak Collection,8/25/2017,Quercus,macrocarpa,752-34*2,Duckett,8/25/2017,Duckett,2.6,,2.60
Oak Collection,8/25/2017,Quercus,macrocarpa,752-34*4,Duckett,8/25/2017,Duckett,5.55,,5.55
Oak Collection,8/25/2017,Quercus,macrocarpa,4-35*1,Duckett,8/25/2017,Duckett,10.75,,10.75
Oak Collection,8/25/2017,Quercus,macrocarpa,1516-35*1,Duckett,8/25/2017,Duckett,9,,9.00
Oak Collection,8/25/2017,Quercus,macrocarpa,808-51*1,Duckett,8/25/2017,Duckett,12.7,,12.70
Oak Collection,8/25/2017,Quercus,macrocarpa,138-U*1,Duckett,8/25/2017,Duckett,12.75,,12.75
Oak Collection,8/25/2017,Quercus,macrocarpa,138-U*4,Duckett,8/25/2017,Duckett,6.15,,6.15
Oak Collection,8/25/2017,Quercus,macrocarpa,138-U*6,Duckett,8/25/2017,Duckett,25.25,,25.25
Oak Collection,8/25/2017,Quercus,macrocarpa,138-U*7,Duckett,8/25/2017,Duckett,8.45,,8.45
Oak Collection,8/25/2017,Quercus,robur,180-93*7,Duckett,8/25/2017,Duckett,50.9,,50.90
Oak Collection,8/25/2017,Quercus,robur,180-93*8,Duckett,8/25/2017,Duckett,20.5,,20.50
Oak Collection,8/25/2017,Quercus,robur,180-93*9,Duckett,8/25/2017,Duckett,7.25,,7.25
Oak Collection,8/25/2017,Quercus,robur,255-99*1,Duckett,8/25/2017,Duckett,3.05,,3.05
Oak Collection,8/25/2017,Quercus,rubra,466-37*1,Duckett,8/25/2017,Duckett,14.1,Had to adjust band a little,14.10
Oak Collection,8/25/2017,Quercus,rubra,292-64*1,Duckett,8/25/2017,Duckett,17.55,,17.55
Oak Collection,8/25/2017,Quercus,rubra,64-92*1,Duckett,8/25/2017,Duckett,20.15,,20.15
Oak Collection,8/25/2017,Quercus,velutina,185-92*2,Duckett,8/25/2017,Duckett,33,,33.00
Oak Collection,8/25/2017,Quercus,velutina,185-92*4,Duckett,8/25/2017,Duckett,30.25,,30.25
Oak Collection,8/25/2017,Quercus,velutina,185-92*5,Duckett,8/25/2017,Duckett,42.1,,42.10
Oak Collection,9/1/2017,Quercus,alba,684-33*1,Duckett,9/1/2017,Duckett,7.05,,7.05
Oak Collection,9/1/2017,Quercus,alba,862-34*1,Duckett,9/1/2017,Duckett,16.9,,16.90
Oak Collection,9/1/2017,Quercus,alba,239-42*2,Duckett,9/1/2017,Duckett,11.5,,11.50
Oak Collection,9/1/2017,Quercus,alba,134-U*6,Duckett,9/1/2017,Duckett,3.55,,3.55
Oak Collection,9/1/2017,Quercus,alba,134-U*7,Duckett,9/1/2017,Duckett,0,,0.00
Oak Collection,9/1/2017,Quercus,alba,134-U*60,Duckett,9/1/2017,Duckett,11.45,,11.45
Oak Collection,9/1/2017,Quercus,alba,134-U*61,Duckett,9/1/2017,Duckett,5.15,,5.15
Oak Collection,9/1/2017,Quercus,bicolor,513-25*1,Duckett,9/1/2017,Duckett,8.1,,8.10
Oak Collection,9/1/2017,Quercus,bicolor,214-91*1,Duckett,9/1/2017,Duckett,9.7,,9.70
Oak Collection,9/1/2017,Quercus,macrocarpa,1261-26*1,Duckett,9/1/2017,Duckett,7.35,,7.35
Oak Collection,9/1/2017,Quercus,macrocarpa,1261-26*2,Duckett,9/1/2017,Duckett,8.45,,8.45
